# 中古戸建の成約事例(国交省 不動産取引価格情報の再掲サイト utinokati.com、取得 2026-08-10)。
# 2022Q1以降の北区18地区・全767件。原データ由来の丸め(価格100万円単位・面積5m2単位)あり。
# age_y は取引時点の築年数。リテール比較(engine/retail.js)の事例プールとして使用。
# shape は出典ページ(listings)の「土地形状」列の転記。2026-08-13に追加した。
# **空欄は出典に記載が無い行**(推測で埋めない)。値の語彙は 長方形/ほぼ長方形/正方形/ほぼ正方形/
# 台形/ほぼ台形/ほぼ整形/不整形/やや不整形/旗竿地/袋地等。同一諸元で表記が割れる行(6件)も空にした。
# road_type / breadth_m は**国土交通省 不動産情報ライブラリAPI(一次ソース)**由来。2026-08-13に追加。
#   road_type: private=私道 / public=区道・都道・国道・公道 / 空=原データに記載なし
#   breadth_m: 前面道路の幅員(m)。原データに幅員0のレコードが1件あるが、幅0の道路は事実ではなく
#     「不明」の符号化とみて空欄に戻した(推測で値を作らない方針の裏返し)。
# 突き合わせは (四半期・地区・価格・土地面積・延床) で行い767行中759行が一致。形状はAPIと再掲サイトで
# **447件すべて一致・不一致ゼロ**だったため、照合の妥当性はこの一致率で担保されている。
# 形状の欠測はAPIでも埋まらない(原データで「地域」区分が空のレコードは形状も間口も記録されていない)。
# 収載ルール: 再掲サイトの掲載レコードのみ。推測・補完での行追加は禁止。
# 除外ルール: 延床300m2超・土地400m2超・3億円超は共同住宅/ビルの疑いが強いため除外(戸建比較の事例プールとして不適)。
# 2026-08-13: 探索エリア拡張(docs/area-expansion-2026-08.md)に伴い 王子本町・岸町・滝野川・上中里・西ケ原・中里 の6地区を追加(286件)。
#   取得日 2026-08-13。収載/除外ルールは既存12地区と同一(新規地区だけに追加の絞り込みは掛けない=プールの一貫性を保つため)。
quarter,district,price_man,land_m2,floor_m2,age_y,walk_min,shape,road_type,breadth_m,source_url
2022Q1,滝野川,5700,75,95,11,2,不整形,public,,https://utinokati.com/details/house/place/13117-U0017/
2022Q1,滝野川,9000,195,290,20,5,ほぼ長方形,public,8.2,https://utinokati.com/details/house/place/13117-U0017/
2026Q1,上中里,19000,190,275,35,5,,public,3.3,https://utinokati.com/details/house/place/13117-U0001/
2025Q4,上中里,9200,100,130,0.8,10,,public,10.5,https://utinokati.com/details/house/place/13117-U0001/
2025Q3,上中里,6200,60,85,13.5,5,長方形,,,https://utinokati.com/details/house/place/13117-U0001/
2025Q3,上中里,5700,60,105,27.5,3,不整形,public,4,https://utinokati.com/details/house/place/13117-U0001/
2025Q3,上中里,5800,70,110,31.5,6,台形,public,2.9,https://utinokati.com/details/house/place/13117-U0001/
2025Q3,上中里,6200,60,85,13.5,5,長方形,,,https://utinokati.com/details/house/place/13117-U0001/
2025Q2,上中里,5000,40,70,0.3,5,,private,4,https://utinokati.com/details/house/place/13117-U0001/
2025Q2,上中里,6100,50,75,13.3,10,,private,3,https://utinokati.com/details/house/place/13117-U0001/
2025Q2,上中里,7000,80,85,62.3,10,,public,3.5,https://utinokati.com/details/house/place/13117-U0001/
2025Q2,上中里,7000,60,105,0.3,5,,,,https://utinokati.com/details/house/place/13117-U0001/
2025Q2,上中里,6200,60,100,0.3,3,不整形,public,4,https://utinokati.com/details/house/place/13117-U0001/
2025Q2,上中里,4900,45,65,0.3,4,長方形,private,3.2,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,5800,50,90,3,5,,private,4,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,3000,35,40,41,10,,public,2.2,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,3400,40,60,16,5,,private,4,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,6000,60,85,1,5,,private,3,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,6500,65,90,1,5,不整形,public,4.7,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,3400,40,55,16,4,長方形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,14000,150,130,1,4,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2025Q1,上中里,5800,50,85,3,4,ほぼ長方形,private,4.5,https://utinokati.com/details/house/place/13117-U0001/
2024Q4,上中里,3100,40,75,40.8,10,,public,4.3,https://utinokati.com/details/house/place/13117-U0001/
2024Q4,上中里,7200,50,70,1.8,2,ほぼ長方形,public,6,https://utinokati.com/details/house/place/13117-U0001/
2024Q4,上中里,2400,60,70,56.8,4,長方形,private,2,https://utinokati.com/details/house/place/13117-U0001/
2024Q4,上中里,14000,150,120,0.8,4,長方形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2024Q3,上中里,4700,40,70,0.5,4,不整形,public,4.6,https://utinokati.com/details/house/place/13117-U0001/
2024Q3,上中里,4200,40,70,8.5,5,ほぼ正方形,public,2.8,https://utinokati.com/details/house/place/13117-U0001/
2024Q3,上中里,10000,160,100,34.5,7,長方形,public,4,https://utinokati.com/details/house/place/13117-U0001/
2024Q3,上中里,6900,55,100,0.5,4,ほぼ長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0001/
2024Q2,上中里,3300,95,130,71.3,5,,,,https://utinokati.com/details/house/place/13117-U0001/
2024Q2,上中里,5800,50,85,-0.7,3,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2024Q2,上中里,7400,75,95,0.3,9,長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0001/
2024Q1,上中里,6200,105,90,3,5,,private,3,https://utinokati.com/details/house/place/13117-U0001/
2024Q1,上中里,5400,50,70,1,2,ほぼ長方形,public,6.1,https://utinokati.com/details/house/place/13117-U0001/
2024Q1,上中里,6700,60,90,1,7,長方形,public,2.2,https://utinokati.com/details/house/place/13117-U0001/
2024Q1,上中里,6200,105,85,3,5,不整形,public,2.2,https://utinokati.com/details/house/place/13117-U0001/
2023Q4,上中里,4200,45,75,7.8,5,,private,4,https://utinokati.com/details/house/place/13117-U0001/
2023Q4,上中里,4700,50,30,7.8,7,ほぼ長方形,private,3.5,https://utinokati.com/details/house/place/13117-U0001/
2023Q4,上中里,3400,45,70,9.8,9,長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0001/
2023Q3,上中里,18000,310,185,43.5,6,ほぼ整形,public,4.6,https://utinokati.com/details/house/place/13117-U0001/
2023Q3,上中里,7000,60,100,0.5,5,台形,public,4,https://utinokati.com/details/house/place/13117-U0001/
2023Q3,上中里,6700,50,90,-0.5,3,ほぼ長方形,public,3.8,https://utinokati.com/details/house/place/13117-U0001/
2023Q3,上中里,6500,70,80,-0.5,2,不整形,public,4,https://utinokati.com/details/house/place/13117-U0001/
2023Q2,上中里,6500,60,90,0.3,7,長方形,public,3.6,https://utinokati.com/details/house/place/13117-U0001/
2023Q2,上中里,6300,55,85,0.3,9,不整形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2023Q2,上中里,2900,65,105,34.3,2,ほぼ長方形,public,2.5,https://utinokati.com/details/house/place/13117-U0001/
2023Q2,上中里,5800,55,85,0.3,9,ほぼ整形,public,4.5,https://utinokati.com/details/house/place/13117-U0001/
2023Q1,上中里,5000,50,70,3,10,,public,4,https://utinokati.com/details/house/place/13117-U0001/
2022Q4,上中里,3300,50,50,50.8,10,,,,https://utinokati.com/details/house/place/13117-U0001/
2022Q4,上中里,6200,55,90,-0.2,9,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2022Q4,上中里,7400,55,85,-0.2,7,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2022Q4,上中里,6500,65,70,-0.2,9,不整形,public,2.2,https://utinokati.com/details/house/place/13117-U0001/
2022Q3,上中里,3900,35,70,0.5,10,,private,4,https://utinokati.com/details/house/place/13117-U0001/
2022Q3,上中里,5700,70,100,0.5,5,不整形,private,4,https://utinokati.com/details/house/place/13117-U0001/
2022Q3,上中里,8000,120,115,18.5,7,ほぼ長方形,public,,https://utinokati.com/details/house/place/13117-U0001/
2022Q3,上中里,7300,70,85,0.5,5,長方形,private,,https://utinokati.com/details/house/place/13117-U0001/
2022Q2,上中里,1500,65,75,46.3,6,ほぼ長方形,private,,https://utinokati.com/details/house/place/13117-U0001/
2022Q2,上中里,920,35,35,38.3,4,長方形,,,https://utinokati.com/details/house/place/13117-U0001/
2022Q2,上中里,5500,55,90,0.3,5,不整形,private,4.5,https://utinokati.com/details/house/place/13117-U0001/
2022Q2,上中里,7300,80,110,0.3,4,ほぼ整形,public,3.4,https://utinokati.com/details/house/place/13117-U0001/
2022Q2,上中里,5500,50,105,0.3,5,ほぼ長方形,private,4.5,https://utinokati.com/details/house/place/13117-U0001/
2022Q2,上中里,6600,40,75,0.3,5,長方形,public,5.8,https://utinokati.com/details/house/place/13117-U0001/
2026Q1,西ケ原,4700,50,70,15,5,,private,4,https://utinokati.com/details/house/place/13117-U0024/
2026Q1,西ケ原,11000,130,200,36,5,,public,3.8,https://utinokati.com/details/house/place/13117-U0024/
2025Q4,西ケ原,7200,50,75,9.8,5,,private,3.7,https://utinokati.com/details/house/place/13117-U0024/
2025Q4,西ケ原,5700,55,60,0.8,7,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0024/
2025Q4,西ケ原,8000,65,95,19.8,4,ほぼ長方形,public,3.6,https://utinokati.com/details/house/place/13117-U0024/
2025Q4,西ケ原,8000,80,90,0.8,5,ほぼ長方形,public,3.8,https://utinokati.com/details/house/place/13117-U0024/
2025Q4,西ケ原,5300,95,100,60.8,4,長方形,private,3,https://utinokati.com/details/house/place/13117-U0024/
2025Q4,西ケ原,6800,70,95,0.8,5,長方形,private,4,https://utinokati.com/details/house/place/13117-U0024/
2025Q4,西ケ原,7600,50,75,-0.2,3,長方形,private,4,https://utinokati.com/details/house/place/13117-U0024/
2025Q3,西ケ原,8000,70,95,19.5,5,,public,3.6,https://utinokati.com/details/house/place/13117-U0024/
2025Q3,西ケ原,3000,55,45,53.5,8,ほぼ長方形,private,3.4,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,21000,225,195,28.3,10,,public,7.9,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,2100,55,50,49.3,5,,,,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,8900,110,105,4.3,10,,,,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,13000,100,145,16.3,15,,public,3.2,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,5700,90,120,35.3,5,,,,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,3700,45,75,34.3,7,不整形,public,9,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,3900,50,70,58.3,4,長方形,private,4,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,2200,60,50,49.3,3,ほぼ整形,private,3.6,https://utinokati.com/details/house/place/13117-U0024/
2025Q2,西ケ原,2800,50,55,63.3,9,ほぼ長方形,public,5,https://utinokati.com/details/house/place/13117-U0024/
2025Q1,西ケ原,5000,80,100,29,10,,private,2.3,https://utinokati.com/details/house/place/13117-U0024/
2025Q1,西ケ原,5400,85,60,18,5,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0024/
2024Q4,西ケ原,6200,60,85,19.8,10,,private,4,https://utinokati.com/details/house/place/13117-U0024/
2024Q4,西ケ原,5500,50,70,-0.2,5,長方形,public,4,https://utinokati.com/details/house/place/13117-U0024/
2024Q4,西ケ原,12000,260,170,44.8,2,長方形,private,3.5,https://utinokati.com/details/house/place/13117-U0024/
2024Q3,西ケ原,18000,260,155,38.5,9,ほぼ長方形,private,4.5,https://utinokati.com/details/house/place/13117-U0024/
2024Q3,西ケ原,7300,70,80,0.5,5,不整形,private,4.5,https://utinokati.com/details/house/place/13117-U0024/
2024Q3,西ケ原,10000,75,105,0.5,4,長方形,public,6.4,https://utinokati.com/details/house/place/13117-U0024/
2024Q2,西ケ原,15000,200,155,77.3,3,長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0024/
2024Q2,西ケ原,6700,60,75,0.3,3,正方形,public,2.8,https://utinokati.com/details/house/place/13117-U0024/
2024Q2,西ケ原,2500,50,85,23.3,2,長方形,,,https://utinokati.com/details/house/place/13117-U0024/
2024Q1,西ケ原,2000,55,45,58,10,,,,https://utinokati.com/details/house/place/13117-U0024/
2024Q1,西ケ原,2200,40,45,55,5,長方形,,,https://utinokati.com/details/house/place/13117-U0024/
2024Q1,西ケ原,2200,40,45,55,5,長方形,,,https://utinokati.com/details/house/place/13117-U0024/
2024Q1,西ケ原,4500,75,80,8,9,ほぼ長方形,public,3.2,https://utinokati.com/details/house/place/13117-U0024/
2023Q4,西ケ原,2800,45,70,37.8,5,ほぼ長方形,public,2.5,https://utinokati.com/details/house/place/13117-U0024/
2023Q4,西ケ原,7500,105,100,0.8,2,不整形,private,4,https://utinokati.com/details/house/place/13117-U0024/
2023Q4,西ケ原,3000,70,85,39.8,3,ほぼ長方形,public,8,https://utinokati.com/details/house/place/13117-U0024/
2023Q4,西ケ原,5800,60,70,0.8,7,長方形,public,1.8,https://utinokati.com/details/house/place/13117-U0024/
2023Q3,西ケ原,6500,55,115,14.5,15,,,,https://utinokati.com/details/house/place/13117-U0024/
2023Q3,西ケ原,6500,60,85,15.5,5,,private,3.8,https://utinokati.com/details/house/place/13117-U0024/
2023Q3,西ケ原,1800,75,60,60.5,3,ほぼ長方形,private,2.5,https://utinokati.com/details/house/place/13117-U0024/
2023Q3,西ケ原,1300,40,50,50.5,9,長方形,public,5.3,https://utinokati.com/details/house/place/13117-U0024/
2023Q3,西ケ原,8000,65,95,-0.5,9,長方形,public,4,https://utinokati.com/details/house/place/13117-U0024/
2023Q2,西ケ原,5700,55,80,14.3,10,長方形,private,,https://utinokati.com/details/house/place/13117-U0024/
2023Q1,西ケ原,4800,55,100,22,10,,public,3.3,https://utinokati.com/details/house/place/13117-U0024/
2023Q1,西ケ原,1300,40,40,59,5,長方形,public,3.9,https://utinokati.com/details/house/place/13117-U0024/
2022Q4,西ケ原,5800,55,80,-0.2,6,長方形,private,3,https://utinokati.com/details/house/place/13117-U0024/
2022Q3,西ケ原,4700,55,70,1.5,9,ほぼ長方形,private,2.1,https://utinokati.com/details/house/place/13117-U0024/
2022Q3,西ケ原,5700,55,80,-0.5,6,,,,https://utinokati.com/details/house/place/13117-U0024/
2022Q3,西ケ原,5700,55,80,-0.5,6,,,,https://utinokati.com/details/house/place/13117-U0024/
2022Q3,西ケ原,1300,65,85,64.5,10,ほぼ長方形,private,1.2,https://utinokati.com/details/house/place/13117-U0024/
2022Q2,西ケ原,6200,75,85,0.3,5,不整形,,,https://utinokati.com/details/house/place/13117-U0024/
2022Q2,西ケ原,7800,65,90,0.3,6,長方形,public,3,https://utinokati.com/details/house/place/13117-U0024/
2022Q2,西ケ原,6600,55,85,17.3,4,不整形,public,3.4,https://utinokati.com/details/house/place/13117-U0024/
2022Q2,西ケ原,6200,75,85,0.3,7,不整形,,,https://utinokati.com/details/house/place/13117-U0024/
2022Q1,西ケ原,3400,50,70,22,10,,private,3.4,https://utinokati.com/details/house/place/13117-U0024/
2022Q1,西ケ原,5300,60,90,12,5,,private,4,https://utinokati.com/details/house/place/13117-U0024/
2026Q1,中里,8500,70,90,16,10,,public,3.4,https://utinokati.com/details/house/place/13117-U0004/
2026Q1,中里,8000,55,90,7,10,,public,4,https://utinokati.com/details/house/place/13117-U0004/
2026Q1,中里,1900,55,90,61,10,,,,https://utinokati.com/details/house/place/13117-U0004/
2025Q4,中里,27000,90,220,18.8,2,長方形,public,4.1,https://utinokati.com/details/house/place/13117-U0004/
2025Q4,中里,1400,45,50,60.8,10,長方形,private,3,https://utinokati.com/details/house/place/13117-U0004/
2025Q3,中里,15000,90,105,28.5,5,,,5.9,https://utinokati.com/details/house/place/13117-U0004/
2025Q3,中里,3000,50,70,51.5,10,ほぼ正方形,public,3.8,https://utinokati.com/details/house/place/13117-U0004/
2025Q3,中里,10000,80,140,18.5,4,長方形,public,6,https://utinokati.com/details/house/place/13117-U0004/
2025Q2,中里,9900,75,120,0.3,10,,public,3.3,https://utinokati.com/details/house/place/13117-U0004/
2025Q2,中里,8500,60,100,20.3,10,,public,10.5,https://utinokati.com/details/house/place/13117-U0004/
2025Q1,中里,6000,40,55,31,5,,public,4,https://utinokati.com/details/house/place/13117-U0004/
2024Q4,中里,7300,65,75,5.8,9,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0004/
2024Q4,中里,5000,80,120,59.8,5,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0004/
2024Q3,中里,6500,50,75,7.5,15,,private,4,https://utinokati.com/details/house/place/13117-U0004/
2024Q3,中里,20000,85,180,-0.5,6,ほぼ整形,public,8,https://utinokati.com/details/house/place/13117-U0004/
2024Q2,中里,5500,65,55,11.3,10,,public,4,https://utinokati.com/details/house/place/13117-U0004/
2024Q2,中里,20000,185,240,12.3,3,長方形,public,4.1,https://utinokati.com/details/house/place/13117-U0004/
2024Q2,中里,6000,65,160,22.3,3,ほぼ長方形,public,8.1,https://utinokati.com/details/house/place/13117-U0004/
2024Q1,中里,7100,80,115,16,10,,public,4,https://utinokati.com/details/house/place/13117-U0004/
2024Q1,中里,6900,55,90,9,10,,private,3.1,https://utinokati.com/details/house/place/13117-U0004/
2024Q1,中里,7100,75,110,16,10,不整形,public,2.8,https://utinokati.com/details/house/place/13117-U0004/
2024Q1,中里,6900,65,80,9,7,長方形,private,4,https://utinokati.com/details/house/place/13117-U0004/
2023Q3,中里,6900,55,90,8.5,10,,private,4,https://utinokati.com/details/house/place/13117-U0004/
2023Q3,中里,11000,45,140,34.5,4,長方形,public,12,https://utinokati.com/details/house/place/13117-U0004/
2022Q4,中里,8600,90,95,-1.2,9,長方形,private,1.6,https://utinokati.com/details/house/place/13117-U0004/
2022Q4,中里,10000,85,115,29.8,2,ほぼ整形,public,6,https://utinokati.com/details/house/place/13117-U0004/
2022Q4,中里,9500,150,210,32.8,11,長方形,private,4,https://utinokati.com/details/house/place/13117-U0004/
2022Q1,中里,3000,60,55,40,10,,private,,https://utinokati.com/details/house/place/13117-U0004/
2022Q1,中里,3500,65,80,43,8,台形,public,,https://utinokati.com/details/house/place/13117-U0004/
2022Q1,中里,15000,145,290,51,4,不整形,public,,https://utinokati.com/details/house/place/13117-U0004/
