# 中古戸建の成約事例(国交省 不動産取引価格情報の再掲サイト utinokati.com、取得 2026-08-10)。
# 2022Q1以降の北区18地区・全767件。原データ由来の丸め(価格100万円単位・面積5m2単位)あり。
# age_y は取引時点の築年数。リテール比較(engine/retail.js)の事例プールとして使用。
# shape は出典ページ(listings)の「土地形状」列の転記。2026-08-13に追加した。
# **空欄は出典に記載が無い行**(推測で埋めない)。値の語彙は 長方形/ほぼ長方形/正方形/ほぼ正方形/
# 台形/ほぼ台形/ほぼ整形/不整形/やや不整形/旗竿地/袋地等。同一諸元で表記が割れる行(6件)も空にした。
# road_type / breadth_m は**国土交通省 不動産情報ライブラリAPI(一次ソース)**由来。2026-08-13に追加。
#   road_type: private=私道 / public=区道・都道・国道・公道 / 空=原データに記載なし
#   breadth_m: 前面道路の幅員(m)。原データに幅員0のレコードが1件あるが、幅0の道路は事実ではなく
#     「不明」の符号化とみて空欄に戻した(推測で値を作らない方針の裏返し)。
# 突き合わせは (四半期・地区・価格・土地面積・延床) で行い767行中759行が一致。形状はAPIと再掲サイトで
# **447件すべて一致・不一致ゼロ**だったため、照合の妥当性はこの一致率で担保されている。
# 形状の欠測はAPIでも埋まらない(原データで「地域」区分が空のレコードは形状も間口も記録されていない)。
# 収載ルール: 再掲サイトの掲載レコードのみ。推測・補完での行追加は禁止。
# 除外ルール: 延床300m2超・土地400m2超・3億円超は共同住宅/ビルの疑いが強いため除外(戸建比較の事例プールとして不適)。
# 2026-08-13: 探索エリア拡張(docs/area-expansion-2026-08.md)に伴い 王子本町・岸町・滝野川・上中里・西ケ原・中里 の6地区を追加(286件)。
#   取得日 2026-08-13。収載/除外ルールは既存12地区と同一(新規地区だけに追加の絞り込みは掛けない=プールの一貫性を保つため)。
quarter,district,price_man,land_m2,floor_m2,age_y,walk_min,shape,road_type,breadth_m,source_url
2024Q1,中十条,5000,55,85,17,7,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0003/
2024Q1,中十条,4400,105,105,36,2,ほぼ台形,private,2.8,https://utinokati.com/details/house/place/13117-U0003/
2024Q1,十条仲原,7900,70,115,0,15,,public,5,https://utinokati.com/details/house/place/13117-U0005/
2024Q1,十条仲原,10000,85,95,0,9,ほぼ整形,private,6,https://utinokati.com/details/house/place/13117-U0005/
2024Q1,岩淵町,7900,65,110,0,5,,private,3.2,https://utinokati.com/details/house/place/13117-U0008/
2024Q1,志茂,4400,90,145,37,10,,public,3.9,https://utinokati.com/details/house/place/13117-U0010/
2024Q1,志茂,2300,55,65,44,9,不整形,private,4,https://utinokati.com/details/house/place/13117-U0010/
2024Q1,志茂,2400,70,75,37,7,ほぼ長方形,private,3,https://utinokati.com/details/house/place/13117-U0010/
2024Q1,志茂,7800,210,240,44,8,長方形,public,5.1,https://utinokati.com/details/house/place/13117-U0010/
2024Q1,神谷,5300,70,100,19,10,,public,2.3,https://utinokati.com/details/house/place/13117-U0022/
2024Q1,神谷,5400,50,85,1,7,ほぼ整形,public,4,https://utinokati.com/details/house/place/13117-U0022/
2024Q1,神谷,4200,110,160,57,11,長方形,public,7.8,https://utinokati.com/details/house/place/13117-U0022/
2024Q1,神谷,5000,95,130,65,8,長方形,public,11,https://utinokati.com/details/house/place/13117-U0022/
2024Q1,西が丘,4800,45,75,0,13,長方形,public,8,https://utinokati.com/details/house/place/13117-U0023/
2024Q1,西が丘,7600,140,120,24,13,長方形,public,5.8,https://utinokati.com/details/house/place/13117-U0023/
2024Q1,赤羽,7400,70,100,2,10,,public,4,https://utinokati.com/details/house/place/13117-U0026/
2024Q1,赤羽,5300,60,85,9,6,長方形,public,3,https://utinokati.com/details/house/place/13117-U0026/
2024Q1,赤羽北,3600,50,80,27,10,,private,4,https://utinokati.com/details/house/place/13117-U0027/
2024Q1,赤羽北,2800,90,80,56,12,ほぼ長方形,private,2.5,https://utinokati.com/details/house/place/13117-U0027/
2024Q1,赤羽南,1500,55,60,43,8,不整形,,,https://utinokati.com/details/house/place/13117-U0028/
2024Q1,赤羽台,2000,40,50,50,15,,public,3.3,https://utinokati.com/details/house/place/13117-U0029/
2024Q1,赤羽台,7000,75,90,1,11,台形,public,3.7,https://utinokati.com/details/house/place/13117-U0029/
2024Q1,赤羽台,7100,65,100,1,8,長方形,public,8.2,https://utinokati.com/details/house/place/13117-U0029/
2024Q1,赤羽台,7700,65,90,0,10,長方形,public,7.3,https://utinokati.com/details/house/place/13117-U0029/
2024Q1,赤羽西,5300,75,100,19,10,,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q1,赤羽西,6600,70,100,0,13,不整形,public,3.4,https://utinokati.com/details/house/place/13117-U0030/
2024Q1,赤羽西,5300,100,140,34,13,台形,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q1,赤羽西,5600,55,80,1,11,長方形,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q1,赤羽西,11000,155,160,38,11,ほぼ長方形,public,8,https://utinokati.com/details/house/place/13117-U0030/
2024Q1,赤羽西,5300,75,95,19,9,長方形,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q2,上十条,2700,70,75,47.3,15,,,,https://utinokati.com/details/house/place/13117-U0002/
2024Q2,上十条,1800,80,105,29.3,11,ほぼ台形,private,2.8,https://utinokati.com/details/house/place/13117-U0002/
2024Q2,上十条,8300,85,110,1.3,7,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0002/
2024Q2,上十条,4900,50,70,0.3,14,ほぼ台形,public,3.1,https://utinokati.com/details/house/place/13117-U0002/
2024Q2,中十条,5400,60,85,17.3,10,,private,3.9,https://utinokati.com/details/house/place/13117-U0003/
2024Q2,中十条,5400,55,85,17.3,7,長方形,public,4,https://utinokati.com/details/house/place/13117-U0003/
2024Q2,中十条,2200,60,60,45.3,4,不整形,public,3.3,https://utinokati.com/details/house/place/13117-U0003/
2024Q2,中十条,6800,65,80,0.3,4,ほぼ長方形,private,3.2,https://utinokati.com/details/house/place/13117-U0003/
2024Q2,十条仲原,18000,100,130,33.3,8,ほぼ長方形,public,25,https://utinokati.com/details/house/place/13117-U0005/
2024Q2,十条仲原,3300,45,65,18.3,10,長方形,private,4,https://utinokati.com/details/house/place/13117-U0005/
2024Q2,岩淵町,3200,55,45,12.3,4,ほぼ台形,private,4.2,https://utinokati.com/details/house/place/13117-U0008/
2024Q2,岩淵町,7700,170,115,60.3,5,長方形,public,5.3,https://utinokati.com/details/house/place/13117-U0008/
2024Q2,志茂,4000,45,70,17.3,5,,public,4,https://utinokati.com/details/house/place/13117-U0010/
2024Q2,志茂,5800,85,90,13.3,5,,private,2.7,https://utinokati.com/details/house/place/13117-U0010/
2024Q2,志茂,750,50,60,45.3,10,不整形,,,https://utinokati.com/details/house/place/13117-U0010/
2024Q2,志茂,6500,80,95,0.3,3,長方形,public,1.8,https://utinokati.com/details/house/place/13117-U0010/
2024Q2,志茂,8600,120,100,41.3,8,長方形,public,5.3,https://utinokati.com/details/house/place/13117-U0010/
2024Q2,神谷,1600,40,45,39.3,15,,,,https://utinokati.com/details/house/place/13117-U0022/
2024Q2,西が丘,6000,100,140,51.3,14,長方形,public,6,https://utinokati.com/details/house/place/13117-U0023/
2024Q2,西が丘,5000,95,100,32.3,14,長方形,public,6,https://utinokati.com/details/house/place/13117-U0023/
2024Q2,赤羽,5500,50,90,65.3,4,台形,public,6,https://utinokati.com/details/house/place/13117-U0026/
2024Q2,赤羽,1900,30,45,41.3,6,長方形,private,4.2,https://utinokati.com/details/house/place/13117-U0026/
2024Q2,赤羽北,5800,45,85,4.3,5,,public,6.1,https://utinokati.com/details/house/place/13117-U0027/
2024Q2,赤羽北,5300,65,90,0.3,7,長方形,private,3,https://utinokati.com/details/house/place/13117-U0027/
2024Q2,赤羽台,3400,70,70,28.3,15,,private,3.1,https://utinokati.com/details/house/place/13117-U0029/
2024Q2,赤羽台,7100,50,90,0.3,11,台形,public,7,https://utinokati.com/details/house/place/13117-U0029/
2024Q2,赤羽西,5400,100,175,35.3,10,,public,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q2,赤羽西,5700,55,80,9.3,10,,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q2,赤羽西,14000,130,220,4.3,11,不整形,public,11,https://utinokati.com/details/house/place/13117-U0030/
2024Q2,赤羽西,3700,45,65,0.3,10,不整形,public,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,上十条,6100,115,65,14.5,10,,public,3.7,https://utinokati.com/details/house/place/13117-U0002/
2024Q3,上十条,4800,55,75,0.5,15,長方形,private,4,https://utinokati.com/details/house/place/13117-U0002/
2024Q3,上十条,5500,155,195,30.5,13,不整形,private,1.9,https://utinokati.com/details/house/place/13117-U0002/
2024Q3,上十条,6400,80,95,0.5,12,不整形,public,4.4,https://utinokati.com/details/house/place/13117-U0002/
2024Q3,上十条,1400,30,35,57.5,15,ほぼ正方形,private,4,https://utinokati.com/details/house/place/13117-U0002/
2024Q3,上十条,6200,60,85,0.5,15,ほぼ整形,public,3.4,https://utinokati.com/details/house/place/13117-U0002/
2024Q3,中十条,1500,55,50,31.5,3,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0003/
2024Q3,十条仲原,3600,70,85,29.5,15,不整形,private,,https://utinokati.com/details/house/place/13117-U0005/
2024Q3,十条仲原,7900,85,100,0.5,10,ほぼ正方形,public,5,https://utinokati.com/details/house/place/13117-U0005/
2024Q3,十条仲原,3600,70,85,-0.5,12,不整形,private,,https://utinokati.com/details/house/place/13117-U0005/
2024Q3,岩淵町,9800,125,115,7.5,7,ほぼ整形,public,3.5,https://utinokati.com/details/house/place/13117-U0008/
2024Q3,志茂,11000,140,170,32.5,10,,public,4,https://utinokati.com/details/house/place/13117-U0010/
2024Q3,志茂,4000,70,90,19.5,10,,public,4,https://utinokati.com/details/house/place/13117-U0010/
2024Q3,志茂,5100,60,90,10.5,10,,public,4,https://utinokati.com/details/house/place/13117-U0010/
2024Q3,志茂,6000,115,110,17.5,7,長方形,private,4,https://utinokati.com/details/house/place/13117-U0010/
2024Q3,神谷,2600,50,55,47.5,10,ほぼ長方形,private,,https://utinokati.com/details/house/place/13117-U0022/
2024Q3,西が丘,9300,145,115,0.5,15,,public,5.7,https://utinokati.com/details/house/place/13117-U0023/
2024Q3,西が丘,3900,85,90,37.5,13,長方形,private,2.7,https://utinokati.com/details/house/place/13117-U0023/
2024Q3,西が丘,9300,140,105,0.5,13,不整形,public,6,https://utinokati.com/details/house/place/13117-U0023/
2024Q3,赤羽,7000,80,110,0.5,7,ほぼ長方形,public,19.7,https://utinokati.com/details/house/place/13117-U0026/
2024Q3,赤羽台,5800,70,80,13.5,10,長方形,private,4,https://utinokati.com/details/house/place/13117-U0029/
2024Q3,赤羽西,6900,65,90,7.5,15,,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,赤羽西,5400,50,75,9.5,9,台形,private,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,赤羽西,1000,60,50,56.5,11,不整形,private,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,赤羽西,700,35,25,54.5,12,不整形,public,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,赤羽西,12000,115,90,0.5,9,台形,private,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,赤羽西,1100,35,40,54.5,11,長方形,public,3.4,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,赤羽西,7000,65,90,-0.5,12,ほぼ台形,private,4.5,https://utinokati.com/details/house/place/13117-U0030/
2024Q3,赤羽西,5500,65,70,-0.5,13,ほぼ台形,private,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,上十条,5000,55,80,21.8,15,,public,3.3,https://utinokati.com/details/house/place/13117-U0002/
2024Q4,上十条,5000,65,70,0.8,13,不整形,public,2.7,https://utinokati.com/details/house/place/13117-U0002/
2024Q4,上十条,6100,115,65,14.8,8,不整形,public,3.6,https://utinokati.com/details/house/place/13117-U0002/
2024Q4,上十条,4700,85,95,72.8,1,ほぼ台形,public,18,https://utinokati.com/details/house/place/13117-U0002/
2024Q4,上十条,7600,65,95,-0.2,10,ほぼ長方形,public,3.5,https://utinokati.com/details/house/place/13117-U0002/
2024Q4,上十条,5000,50,75,21.8,12,長方形,public,3.5,https://utinokati.com/details/house/place/13117-U0002/
2024Q4,中十条,5100,45,65,7.8,15,,private,4,https://utinokati.com/details/house/place/13117-U0003/
2024Q4,中十条,800,60,80,40.8,5,ほぼ長方形,private,1.2,https://utinokati.com/details/house/place/13117-U0003/
2024Q4,中十条,17000,155,130,3.8,6,ほぼ整形,private,2.8,https://utinokati.com/details/house/place/13117-U0003/
2024Q4,中十条,8700,70,100,-0.2,5,ほぼ長方形,public,3.5,https://utinokati.com/details/house/place/13117-U0003/
2024Q4,中十条,9200,75,105,-0.2,5,長方形,public,3.6,https://utinokati.com/details/house/place/13117-U0003/
2024Q4,十条仲原,9700,80,130,-0.2,10,,private,4,https://utinokati.com/details/house/place/13117-U0005/
2024Q4,十条仲原,10000,80,130,-0.2,10,,public,7.3,https://utinokati.com/details/house/place/13117-U0005/
2024Q4,十条仲原,10000,95,115,-0.2,6,ほぼ台形,public,7.4,https://utinokati.com/details/house/place/13117-U0005/
2024Q4,十条仲原,7000,55,85,-0.2,10,ほぼ長方形,public,5.2,https://utinokati.com/details/house/place/13117-U0005/
2024Q4,志茂,5000,55,85,17.8,10,,private,5,https://utinokati.com/details/house/place/13117-U0010/
2024Q4,志茂,16000,145,135,3.8,7,ほぼ長方形,public,6,https://utinokati.com/details/house/place/13117-U0010/
2024Q4,神谷,2100,45,50,41.8,10,ほぼ長方形,,,https://utinokati.com/details/house/place/13117-U0022/
2024Q4,神谷,6100,50,80,0.8,5,ほぼ長方形,private,3.3,https://utinokati.com/details/house/place/13117-U0022/
2024Q4,神谷,6100,50,75,0.8,5,ほぼ台形,private,3.2,https://utinokati.com/details/house/place/13117-U0022/
2024Q4,西が丘,6700,85,120,23.8,15,,public,5.4,https://utinokati.com/details/house/place/13117-U0023/
2024Q4,赤羽,8200,180,200,38.8,6,ほぼ長方形,public,2.5,https://utinokati.com/details/house/place/13117-U0026/
2024Q4,赤羽台,3400,70,70,28.8,15,,private,3.2,https://utinokati.com/details/house/place/13117-U0029/
2024Q4,赤羽台,3800,40,70,27.8,8,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0029/
2024Q4,赤羽西,4500,40,75,2.8,10,,public,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,520,55,35,67.8,15,,,,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,5300,65,115,10.8,10,,public,4.4,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,1500,50,65,44.8,10,,,,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,2000,40,55,38.8,8,長方形,public,3.8,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,4700,50,80,52.8,9,ほぼ正方形,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,1000,35,60,54.8,12,台形,public,6,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,4900,100,185,47.8,10,長方形,public,4,https://utinokati.com/details/house/place/13117-U0030/
2024Q4,赤羽西,2100,120,95,56.8,12,不整形,public,11,https://utinokati.com/details/house/place/13117-U0030/
2025Q1,上十条,6700,75,110,1,15,,public,3.3,https://utinokati.com/details/house/place/13117-U0002/
2025Q1,上十条,7200,65,110,1,10,,,,https://utinokati.com/details/house/place/13117-U0002/
2025Q1,上十条,3400,75,75,60,5,,private,2.5,https://utinokati.com/details/house/place/13117-U0002/
2025Q1,上十条,5300,45,75,8,10,,private,2.8,https://utinokati.com/details/house/place/13117-U0002/
2025Q1,上十条,5000,60,90,23,10,,public,4,https://utinokati.com/details/house/place/13117-U0002/
2025Q1,上十条,6100,70,105,1,15,,public,3.3,https://utinokati.com/details/house/place/13117-U0002/
2025Q1,中十条,8900,85,105,0,5,,public,4,https://utinokati.com/details/house/place/13117-U0003/
2025Q1,中十条,9700,85,115,0,5,,public,4,https://utinokati.com/details/house/place/13117-U0003/
2025Q1,中十条,4500,45,65,14,10,,public,3,https://utinokati.com/details/house/place/13117-U0003/
2025Q1,十条仲原,7100,55,85,0,10,ほぼ長方形,public,5.2,https://utinokati.com/details/house/place/13117-U0005/
2025Q1,岩淵町,4900,55,80,7,10,,public,4.8,https://utinokati.com/details/house/place/13117-U0008/
2025Q1,岩淵町,800,35,30,58,5,長方形,private,3.2,https://utinokati.com/details/house/place/13117-U0008/
2025Q1,志茂,1300,35,45,59,10,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,6800,60,100,1,5,,public,3.7,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,7700,80,105,0,10,,private,2.3,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,7000,65,115,1,10,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,6400,65,110,1,10,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,6000,50,85,12,15,,public,7,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,500,40,50,47,9,長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,3200,50,65,49,7,ほぼ長方形,private,4.2,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,6900,70,100,1,7,台形,private,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,6500,60,85,1,3,長方形,public,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,志茂,6400,70,95,1,6,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q1,神谷,1100,40,70,51,10,,,,https://utinokati.com/details/house/place/13117-U0022/
2025Q1,神谷,8000,70,120,0,15,,public,11,https://utinokati.com/details/house/place/13117-U0022/
2025Q1,神谷,8000,135,200,23,5,ほぼ正方形,public,4,https://utinokati.com/details/house/place/13117-U0022/
2025Q1,神谷,8000,70,105,0,11,長方形,public,11,https://utinokati.com/details/house/place/13117-U0022/
2025Q1,西が丘,4500,65,85,15,15,,,,https://utinokati.com/details/house/place/13117-U0023/
2025Q1,西が丘,9300,120,135,0,15,,public,10.8,https://utinokati.com/details/house/place/13117-U0023/
2025Q1,西が丘,13000,270,240,10,14,長方形,public,6,https://utinokati.com/details/house/place/13117-U0023/
2025Q1,赤羽,5500,80,90,29,10,,public,3.5,https://utinokati.com/details/house/place/13117-U0026/
2025Q1,赤羽北,5800,55,100,9,10,,public,6,https://utinokati.com/details/house/place/13117-U0027/
2025Q1,赤羽北,7000,95,125,15,15,,,,https://utinokati.com/details/house/place/13117-U0027/
2025Q1,赤羽北,9500,90,90,7,8,ほぼ正方形,public,4,https://utinokati.com/details/house/place/13117-U0027/
2025Q1,赤羽台,2000,45,50,57,10,,,,https://utinokati.com/details/house/place/13117-U0029/
2025Q1,赤羽台,2000,60,50,57,11,ほぼ台形,private,4,https://utinokati.com/details/house/place/13117-U0029/
2025Q1,赤羽台,1400,45,65,60,9,長方形,private,1.8,https://utinokati.com/details/house/place/13117-U0029/
2025Q1,赤羽西,6800,70,100,12,15,,public,6,https://utinokati.com/details/house/place/13117-U0030/
2025Q1,赤羽西,6000,55,80,2,15,,private,4,https://utinokati.com/details/house/place/13117-U0030/
2025Q2,上十条,6000,55,80,2.3,15,,public,4,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,5000,55,80,14.3,15,,,,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,5800,50,75,0.3,15,,,,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,8000,75,115,0.3,15,,public,4,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,8500,75,125,0.3,10,,private,4,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,9600,85,120,0.3,5,,private,3.3,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,8000,75,95,0.3,13,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,6200,55,80,0.3,14,長方形,private,3.2,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,6500,50,70,0.3,3,ほぼ長方形,private,2.5,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,上十条,8200,155,130,43.3,12,長方形,public,2.4,https://utinokati.com/details/house/place/13117-U0002/
2025Q2,中十条,7100,60,100,0.3,10,,private,3.5,https://utinokati.com/details/house/place/13117-U0003/
2025Q2,中十条,7300,60,100,0.3,10,,private,3.5,https://utinokati.com/details/house/place/13117-U0003/
2025Q2,中十条,7600,65,110,5.3,5,,private,3.2,https://utinokati.com/details/house/place/13117-U0003/
2025Q2,中十条,5800,65,75,10.3,10,,,,https://utinokati.com/details/house/place/13117-U0003/
2025Q2,中十条,8300,135,140,33.3,7,長方形,public,20,https://utinokati.com/details/house/place/13117-U0003/
2025Q2,中十条,3300,40,55,36.3,5,ほぼ長方形,private,2,https://utinokati.com/details/house/place/13117-U0003/
2025Q2,十条仲原,5800,70,95,15.3,15,,private,4,https://utinokati.com/details/house/place/13117-U0005/
2025Q2,十条仲原,3900,35,50,12.3,10,,,,https://utinokati.com/details/house/place/13117-U0005/
2025Q2,十条仲原,2000,35,45,66.3,5,ほぼ台形,private,3.1,https://utinokati.com/details/house/place/13117-U0005/
2025Q2,十条仲原,5800,70,90,15.3,11,長方形,private,4,https://utinokati.com/details/house/place/13117-U0005/
2025Q2,岩淵町,5800,50,95,0.3,10,,public,5.3,https://utinokati.com/details/house/place/13117-U0008/
2025Q2,志茂,6200,70,95,5.3,5,,public,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q2,志茂,9100,125,130,29.3,10,,private,4.2,https://utinokati.com/details/house/place/13117-U0010/
2025Q2,志茂,8800,70,110,0.3,5,,private,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q2,志茂,9100,70,115,0.3,5,,private,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q2,志茂,3900,65,85,22.3,10,,private,,https://utinokati.com/details/house/place/13117-U0010/
2025Q2,志茂,7600,95,95,0.3,10,,private,3.5,https://utinokati.com/details/house/place/13117-U0010/
2025Q2,神谷,8700,95,120,0.3,15,,public,4,https://utinokati.com/details/house/place/13117-U0022/
2025Q2,神谷,8400,70,120,0.3,15,,public,4,https://utinokati.com/details/house/place/13117-U0022/
2025Q2,神谷,7000,70,115,0.3,15,,private,4.2,https://utinokati.com/details/house/place/13117-U0022/
2025Q2,神谷,1100,40,70,51.3,10,,,,https://utinokati.com/details/house/place/13117-U0022/
2025Q2,神谷,8700,95,105,0.3,11,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0022/
2025Q2,神谷,8400,65,105,0.3,11,長方形,public,11,https://utinokati.com/details/house/place/13117-U0022/
2025Q2,神谷,2200,80,50,65.3,10,長方形,private,3,https://utinokati.com/details/house/place/13117-U0022/
2025Q2,西が丘,6600,110,90,0.3,15,,public,6,https://utinokati.com/details/house/place/13117-U0023/
2025Q2,西が丘,5500,135,155,51.3,15,,public,5.8,https://utinokati.com/details/house/place/13117-U0023/
2025Q2,西が丘,5400,115,105,51.3,16,ほぼ長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0023/
2025Q2,西が丘,7900,65,100,-0.7,15,長方形,public,6,https://utinokati.com/details/house/place/13117-U0023/
2025Q2,赤羽,3600,45,55,48.3,4,長方形,private,4,https://utinokati.com/details/house/place/13117-U0026/
2025Q2,赤羽北,4100,60,100,21.3,6,ほぼ長方形,public,4.6,https://utinokati.com/details/house/place/13117-U0027/
2025Q2,赤羽北,16000,240,70,59.3,9,ほぼ長方形,public,15,https://utinokati.com/details/house/place/13117-U0027/
2025Q2,赤羽台,4200,40,60,0.3,10,,private,3.9,https://utinokati.com/details/house/place/13117-U0029/
2025Q2,赤羽西,4300,105,100,57.3,15,,public,4.8,https://utinokati.com/details/house/place/13117-U0030/
2025Q2,赤羽西,1300,55,70,49.3,10,,private,1.7,https://utinokati.com/details/house/place/13117-U0030/
2025Q2,赤羽西,7000,65,90,0.3,11,長方形,private,4.5,https://utinokati.com/details/house/place/13117-U0030/
2025Q2,赤羽西,7000,65,85,0.3,11,台形,public,5.4,https://utinokati.com/details/house/place/13117-U0030/
2025Q2,赤羽西,5000,55,70,0.3,7,不整形,public,4,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,上十条,8800,120,125,34.5,5,,public,3.6,https://utinokati.com/details/house/place/13117-U0002/
2025Q3,上十条,9400,85,130,0.5,5,,private,3.3,https://utinokati.com/details/house/place/13117-U0002/
2025Q3,上十条,9000,85,120,0.5,5,,private,3.3,https://utinokati.com/details/house/place/13117-U0002/
2025Q3,上十条,2000,75,75,45.5,5,,private,,https://utinokati.com/details/house/place/13117-U0002/
2025Q3,上十条,4300,75,85,40.5,12,ほぼ長方形,private,2.5,https://utinokati.com/details/house/place/13117-U0002/
2025Q3,上十条,8800,125,125,34.5,2,ほぼ台形,public,3.8,https://utinokati.com/details/house/place/13117-U0002/
2025Q3,上十条,5800,50,75,0.5,14,長方形,private,4,https://utinokati.com/details/house/place/13117-U0002/
2025Q3,中十条,9000,65,120,0.5,5,,public,6.2,https://utinokati.com/details/house/place/13117-U0003/
2025Q3,中十条,8000,65,115,0.5,10,,,,https://utinokati.com/details/house/place/13117-U0003/
2025Q3,中十条,6000,70,75,10.5,10,,,,https://utinokati.com/details/house/place/13117-U0003/
2025Q3,中十条,4300,130,170,52.5,3,ほぼ整形,private,3.2,https://utinokati.com/details/house/place/13117-U0003/
2025Q3,中十条,3800,60,105,59.5,3,ほぼ整形,private,4,https://utinokati.com/details/house/place/13117-U0003/
2025Q3,十条仲原,1200,45,70,46.5,15,,,1.7,https://utinokati.com/details/house/place/13117-U0005/
2025Q3,十条仲原,8900,90,125,0.5,15,,public,5.4,https://utinokati.com/details/house/place/13117-U0005/
2025Q3,十条仲原,8200,115,105,0.5,15,,public,5.4,https://utinokati.com/details/house/place/13117-U0005/
2025Q3,十条仲原,4600,40,60,0.5,5,,private,3.5,https://utinokati.com/details/house/place/13117-U0005/
2025Q3,十条仲原,4000,210,115,61.5,13,ほぼ台形,private,2.5,https://utinokati.com/details/house/place/13117-U0005/
2025Q3,岩淵町,5700,60,85,15.5,5,,public,4.4,https://utinokati.com/details/house/place/13117-U0008/
2025Q3,岩淵町,6200,50,90,0.5,10,,,5.4,https://utinokati.com/details/house/place/13117-U0008/
2025Q3,岩淵町,5800,50,95,0.5,10,,,5.4,https://utinokati.com/details/house/place/13117-U0008/
2025Q3,岩淵町,7000,70,105,0.5,10,,,5.4,https://utinokati.com/details/house/place/13117-U0008/
2025Q3,岩淵町,5900,55,75,0.5,5,長方形,public,4,https://utinokati.com/details/house/place/13117-U0008/
2025Q3,岩淵町,4900,60,75,7.5,7,ほぼ長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0008/
2025Q3,岩淵町,5800,50,80,0.5,6,長方形,public,5.4,https://utinokati.com/details/house/place/13117-U0008/
2025Q3,志茂,6700,60,85,13.5,5,,private,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q3,志茂,7200,70,115,0.5,10,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q3,志茂,9100,65,100,0.5,5,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q3,志茂,24000,210,290,0.5,8,ほぼ長方形,public,5.1,https://utinokati.com/details/house/place/13117-U0010/
2025Q3,志茂,6500,70,100,-0.5,5,ほぼ長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0010/
2025Q3,神谷,8600,90,120,0.5,15,,public,4,https://utinokati.com/details/house/place/13117-U0022/
